,Price,Type,Rooms,Postcode,Bedroom2,Bathroom,YearBuilt,Suburb,zipcode,price,weekly_price,monthly_price
59,1436000.0,h,2,3206.0,2.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
60,1110000.0,h,2,3206.0,1.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
61,1550000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
62,2300000.0,h,4,3206.0,4.0,2.0,1880.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
63,1550000.0,t,3,3206.0,3.0,2.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
64,1800000.0,h,3,3206.0,3.0,2.0,1996.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
65,2120000.0,h,2,3206.0,2.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
66,1800000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
67,1800000.0,h,3,3206.0,3.0,2.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
68,1810000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
69,2615000.0,h,3,3206.0,3.0,2.0,1880.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
70,2100000.0,h,5,3206.0,5.0,2.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
71,1300000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
72,1370000.0,h,3,3206.0,3.0,2.0,2000.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
73,1000000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
74,2575000.0,h,3,3206.0,3.0,2.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
75,1322500.0,h,2,3206.0,2.0,1.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
76,1562500.0,h,2,3206.0,2.0,1.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
77,2000000.0,h,3,3206.0,3.0,2.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
78,1900000.0,h,3,3206.0,3.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
79,3010000.0,h,3,3206.0,3.0,2.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
80,2800000.0,h,4,3206.0,4.0,3.0,1910.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
81,647000.0,u,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
82,2100000.0,h,3,3206.0,2.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
83,2000000.0,h,3,3206.0,3.0,1.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
84,442500.0,u,1,3206.0,1.0,1.0,1970.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
85,1340000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
86,1801000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
87,1532000.0,h,3,3206.0,3.0,3.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
88,2140000.0,h,4,3206.0,3.0,2.0,1880.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
89,1750000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
90,980000.0,h,2,3206.0,2.0,1.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
91,2030000.0,h,3,3206.0,3.0,2.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
92,1740000.0,h,3,3206.0,3.0,2.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
93,2800000.0,h,3,3206.0,3.0,3.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
94,985000.0,h,1,3206.0,1.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
95,2600000.0,h,3,3206.0,3.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
96,2350000.0,h,3,3206.0,3.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
97,2956000.0,h,3,3206.0,3.0,2.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
98,535000.0,u,2,3206.0,2.0,1.0,1930.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
99,400000.0,u,1,3206.0,1.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
100,1690000.0,h,2,3206.0,2.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
101,1020000.0,h,2,3206.0,2.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
102,1515000.0,h,2,3206.0,3.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
103,700000.0,u,2,3206.0,2.0,1.0,1970.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
104,2360000.0,h,3,3206.0,3.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
105,2005000.0,h,3,3206.0,3.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
106,702000.0,u,2,3206.0,2.0,1.0,1970.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
107,3120000.0,h,4,3206.0,4.0,2.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
108,1025000.0,h,2,3206.0,2.0,1.0,1910.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
109,1920000.0,h,2,3206.0,2.0,1.0,1910.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
110,2623000.0,h,3,3206.0,3.0,2.0,2010.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
111,1500000.0,h,3,3206.0,3.0,2.0,1880.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
112,1630000.0,h,2,3206.0,2.0,1.0,1915.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
113,1910000.0,h,3,3206.0,3.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
114,1700000.0,h,3,3206.0,3.0,1.0,1910.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
115,1100000.0,u,1,3206.0,1.0,1.0,1888.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
116,2155000.0,h,3,3206.0,3.0,2.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
117,2115000.0,h,3,3206.0,3.0,2.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
118,2810000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
119,2130000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
120,2950000.0,h,4,3206.0,4.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
121,2150000.0,h,3,3206.0,3.0,1.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
122,2035000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
123,1500000.0,t,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
124,1190000.0,h,2,3206.0,2.0,1.0,1915.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
125,1420000.0,h,3,3206.0,3.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
126,1335000.0,h,2,3206.0,2.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
127,1300000.0,h,2,3206.0,2.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
128,2860000.0,h,4,3206.0,4.0,3.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
129,1630000.0,h,3,3206.0,3.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
130,2250000.0,h,3,3206.0,3.0,2.0,1890.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
131,1535000.0,h,2,3206.0,2.0,1.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
132,2905000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
133,1380000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
134,2500000.0,h,3,3206.0,3.0,2.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
135,2120000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
136,2015000.0,h,2,3206.0,2.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
137,2010000.0,h,3,3206.0,3.0,1.0,1890.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
138,1850000.0,h,3,3206.0,3.0,2.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
139,2500000.0,h,4,3206.0,4.0,3.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
140,685000.0,u,2,3206.0,2.0,1.0,1930.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
141,1800000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
142,1505000.0,h,3,3206.0,3.0,1.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
143,1900000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
144,1750000.0,h,3,3206.0,3.0,2.0,1885.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
145,1500000.0,h,2,3206.0,2.0,1.0,,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
146,1960000.0,h,3,3206.0,3.0,2.0,1900.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
147,2550000.0,h,4,3206.0,4.0,2.0,1910.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
148,2100000.0,h,3,3206.0,3.0,2.0,1890.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
149,2340000.0,h,3,3206.0,3.0,2.0,1880.0,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
150,2225000.0,h,3,3206.0,3.0,1.0,,Albert Park,3206.0,229.41803278688525,1187.4,3734.0
151,2090000.0,h,3,3206.0,3.0,1.0,1900.0,Middle Park,3206.0,229.41803278688525,1187.4,3734.0
152,455000.0,u,2,3032.0,3.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
153,940000.0,h,3,3032.0,3.0,1.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
154,467000.0,u,2,3032.0,2.0,1.0,1980.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
155,1380000.0,h,3,3032.0,3.0,2.0,1910.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
156,490000.0,u,2,3032.0,2.0,1.0,1970.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
157,1850000.0,h,4,3032.0,4.0,3.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
158,1284000.0,h,3,3032.0,3.0,1.0,1938.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
159,971000.0,h,3,3032.0,3.0,2.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
160,710000.0,h,2,3032.0,2.0,1.0,1890.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
161,2425000.0,h,6,3032.0,6.0,3.0,1887.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
162,750000.0,h,2,3032.0,2.0,1.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
163,1053000.0,h,2,3032.0,2.0,1.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
164,1377000.0,h,3,3032.0,3.0,1.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
165,970000.0,h,3,3032.0,3.0,1.0,1904.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
166,940000.0,h,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
167,751000.0,h,2,3032.0,2.0,1.0,1890.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
168,950000.0,h,2,3032.0,2.0,1.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
169,685000.0,u,2,3032.0,2.0,1.0,1995.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
170,1230000.0,h,3,3032.0,4.0,1.0,1960.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
171,636500.0,h,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
172,910000.0,h,3,3032.0,3.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
173,770000.0,h,2,3032.0,2.0,1.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
174,960000.0,h,3,3032.0,3.0,2.0,2011.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
175,890000.0,h,4,3032.0,4.0,1.0,1890.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
176,965000.0,h,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
177,1440000.0,h,3,3032.0,3.0,1.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
178,955000.0,h,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
179,450000.0,u,2,3032.0,2.0,1.0,2010.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
180,801000.0,h,3,3032.0,3.0,1.0,1950.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
181,1000000.0,h,3,3032.0,3.0,2.0,1955.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
182,1435000.0,h,3,3032.0,3.0,2.0,1950.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
183,390000.0,u,1,3032.0,1.0,1.0,1972.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
184,1425000.0,h,3,3032.0,3.0,2.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
185,1340000.0,h,4,3032.0,3.0,2.0,1978.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
186,955000.0,h,3,3032.0,3.0,1.0,1910.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
187,1100000.0,h,4,3032.0,4.0,2.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
188,1255000.0,h,3,3032.0,3.0,2.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
189,432000.0,u,2,3032.0,2.0,1.0,1978.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
190,1640000.0,h,4,3032.0,4.0,3.0,1890.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
191,1430000.0,h,6,3032.0,4.0,2.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
192,610000.0,u,2,3032.0,2.0,1.0,1995.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
193,940000.0,h,3,3032.0,3.0,3.0,1950.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
194,890000.0,h,3,3032.0,3.0,1.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
195,1180000.0,h,3,3032.0,3.0,2.0,1930.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
196,1480000.0,h,4,3032.0,4.0,2.0,1939.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
197,1150000.0,h,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
198,1350000.0,h,3,3032.0,3.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
199,1905000.0,h,5,3032.0,5.0,2.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
200,865000.0,t,2,3032.0,2.0,2.0,2015.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
201,705000.0,t,2,3032.0,2.0,2.0,1998.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
202,442000.0,u,2,3032.0,2.0,1.0,1975.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
203,540000.0,u,2,3032.0,2.0,2.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
204,1037500.0,h,3,3032.0,3.0,1.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
205,1050000.0,t,3,3032.0,3.0,2.0,2013.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
206,440000.0,u,2,3032.0,2.0,1.0,1970.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
207,1010000.0,h,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
208,1430000.0,h,4,3032.0,4.0,2.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
209,570000.0,u,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
210,690000.0,u,2,3032.0,2.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
211,1291000.0,h,3,3032.0,3.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
212,1130000.0,h,3,3032.0,3.0,2.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
213,1135000.0,h,3,3032.0,3.0,1.0,1910.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
214,950000.0,h,4,3032.0,4.0,2.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
215,790000.0,u,3,3032.0,3.0,2.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
216,390000.0,u,2,3032.0,2.0,1.0,2012.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
217,1345000.0,h,4,3032.0,4.0,1.0,1920.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
218,1381500.0,h,3,3032.0,3.0,2.0,1900.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
219,940000.0,h,3,3032.0,3.0,2.0,2011.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
220,995000.0,h,3,3032.0,3.0,2.0,2010.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
221,1050000.0,h,3,3032.0,3.0,1.0,,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
222,786000.0,h,3,3032.0,3.0,2.0,1940.0,Ascot Vale,3032.0,111.61363636363636,469.8666666666667,1677.9166666666667
