,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_price_std,airbnb_weekly_price_mean,airbnb_weekly_price_std,airbnb_monthly_price_mean,airbnb_monthly_price_std
20,Abbotsford,4,h,1330000.0,2.5,3067,4.0,2.0,2.0,780.0,135.0,1900.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
21,Abbotsford,3,t,900000.0,2.5,3067,3.0,2.0,2.0,0.0,,2010.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
22,Abbotsford,2,u,500000.0,2.5,3067,2.0,1.0,1.0,0.0,60.0,1970.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
23,Abbotsford,2,h,1100000.0,2.5,3067,2.0,2.0,1.0,124.0,135.0,2013.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
24,Abbotsford,2,h,1315000.0,2.5,3067,2.0,1.0,0.0,147.0,85.0,1900.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
25,Abbotsford,1,u,426000.0,2.5,3067,1.0,1.0,1.0,0.0,,,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
26,Abbotsford,3,h,1447500.0,2.5,3067,3.0,3.0,1.0,166.0,174.0,2012.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
27,Abbotsford,1,u,457000.0,2.5,3067,1.0,1.0,1.0,0.0,50.0,,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
28,Abbotsford,2,h,1135000.0,2.5,3067,2.0,2.0,2.0,98.0,128.0,1920.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
29,Abbotsford,4,h,1542000.0,2.5,3067,4.0,3.0,1.0,0.0,,,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
30,Abbotsford,3,h,1290000.0,2.5,3067,3.0,2.0,2.0,147.0,18.0,,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
31,Abbotsford,3,h,1290000.0,2.5,3067,3.0,1.0,1.0,168.0,124.0,1950.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
32,Abbotsford,1,u,470000.0,2.5,3067,1.0,1.0,1.0,0.0,50.0,2013.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
33,Abbotsford,2,h,1180000.0,2.5,3067,2.0,1.0,0.0,162.0,91.0,1900.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
34,Abbotsford,3,h,1195000.0,2.5,3067,3.0,2.0,1.0,120.0,128.0,1998.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
35,Abbotsford,2,h,1012500.0,2.5,3067,2.0,1.0,0.0,182.0,82.0,1900.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
36,Abbotsford,2,h,1030000.0,2.5,3067,2.0,1.0,1.0,172.0,81.0,1930.0,Yarra,Northern Metropolitan,4019.0,3067.0,258.0,130.62403100775194,115.26748676824155,605.1521739130435,578.5569775990109,2187.032258064516,2142.6740222421604
37,Airport West,3,t,840000.0,13.5,3042,3.0,2.0,1.0,303.0,225.0,2016.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
38,Airport West,3,h,730000.0,13.5,3042,3.0,2.0,1.0,0.0,145.0,1965.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
39,Airport West,3,h,770000.0,13.5,3042,3.0,2.0,1.0,0.0,145.0,1965.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
40,Airport West,2,h,603000.0,13.5,3042,2.0,1.0,1.0,272.0,84.0,1950.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
41,Airport West,3,t,700000.0,13.5,3042,3.0,2.0,2.0,239.0,134.0,2009.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
42,Airport West,3,h,600000.0,13.5,3042,2.0,1.0,1.0,290.0,116.0,1980.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
43,Airport West,2,u,500000.0,13.5,3042,2.0,1.0,1.0,168.0,86.0,2011.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
44,Airport West,3,h,720000.0,13.5,3042,2.0,1.0,1.0,620.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
45,Airport West,4,h,785000.0,13.5,3042,3.0,1.0,2.0,597.0,127.0,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
46,Airport West,6,h,725000.0,13.5,3042,6.0,3.0,2.0,976.0,186.0,1980.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
47,Airport West,2,t,450000.0,13.5,3042,2.0,1.0,1.0,110.0,90.0,2015.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
48,Airport West,2,u,515000.0,13.5,3042,2.0,1.0,1.0,141.0,73.0,2013.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
49,Airport West,2,u,530000.0,13.5,3042,2.0,1.0,1.0,120.0,94.0,2012.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
50,Airport West,3,h,895000.0,13.5,3042,3.0,1.0,6.0,1063.0,133.0,1975.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
51,Airport West,3,h,805000.0,13.5,3042,3.0,1.0,1.0,0.0,105.0,1950.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
52,Airport West,3,u,752000.0,13.5,3042,3.0,1.0,1.0,265.0,130.0,1993.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
53,Airport West,2,u,440000.0,13.5,3042,2.0,1.0,1.0,192.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
54,Airport West,5,h,755000.0,13.5,3042,3.0,2.0,2.0,596.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
55,Airport West,3,t,700000.0,13.5,3042,3.0,2.0,2.0,165.0,133.0,2009.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
56,Airport West,3,h,830000.0,13.5,3042,3.0,1.0,2.0,971.0,113.0,1960.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
57,Airport West,2,u,462500.0,13.5,3042,2.0,1.0,1.0,164.0,,2003.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
58,Airport West,3,h,670000.0,13.5,3042,3.0,2.0,2.0,657.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
59,Airport West,2,h,675000.0,13.5,3042,2.0,1.0,1.0,612.0,100.0,1975.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
60,Airport West,3,h,1042000.0,13.5,3042,3.0,2.0,5.0,612.0,174.0,1950.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
61,Airport West,3,h,910000.0,13.5,3042,3.0,1.0,1.0,775.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
62,Airport West,4,h,773000.0,13.5,3042,5.0,3.0,4.0,531.0,309.0,1980.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
63,Airport West,3,h,810000.0,13.5,3042,3.0,3.0,2.0,555.0,192.0,1980.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
64,Airport West,3,h,715000.0,13.5,3042,3.0,2.0,2.0,422.0,126.0,1995.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
65,Airport West,3,h,790000.0,13.5,3042,3.0,1.0,3.0,614.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
66,Airport West,3,t,540000.0,13.5,3042,2.0,2.0,1.0,161.0,101.0,2010.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
67,Airport West,3,t,825000.0,13.5,3042,3.0,2.0,1.0,293.0,102.0,1960.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
68,Airport West,3,h,685000.0,13.5,3042,3.0,1.0,1.0,579.0,113.0,1975.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
69,Airport West,3,h,805000.0,13.5,3042,3.0,1.0,1.0,623.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
70,Airport West,2,u,510000.0,13.5,3042,2.0,1.0,1.0,141.0,76.0,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
71,Airport West,3,h,612000.0,13.5,3042,3.0,2.0,1.0,212.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
72,Airport West,3,h,662000.0,13.5,3042,3.0,1.0,2.0,612.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
73,Airport West,4,h,978000.0,13.5,3042,4.0,3.0,2.0,532.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
74,Airport West,3,h,720000.0,13.5,3042,3.0,1.0,1.0,585.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
75,Airport West,4,h,765000.0,13.5,3042,4.0,1.0,2.0,509.0,,,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
76,Airport West,4,h,900000.0,13.5,3042,4.0,2.0,3.0,628.0,146.0,1975.0,Moonee Valley,Western Metropolitan,3464.0,3042.0,35.0,81.57142857142857,52.77771684108724,568.2,273.4249439974341,1800.75,676.265911704363
77,Albert Park,2,h,1275000.0,3.3,3206,2.0,1.0,0.0,120.0,82.0,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
78,Albert Park,2,h,1455000.0,3.3,3206,2.0,1.0,0.0,159.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
79,Albert Park,3,h,2850000.0,3.3,3206,3.0,2.0,0.0,211.0,198.0,1890.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
80,Albert Park,3,h,1850000.0,3.3,3206,3.0,2.0,0.0,128.0,133.0,1890.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
81,Albert Park,2,h,1436000.0,3.3,3206,2.0,1.0,0.0,130.0,81.0,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
82,Albert Park,2,h,1110000.0,3.3,3206,1.0,1.0,0.0,147.0,,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
83,Albert Park,2,h,1550000.0,3.3,3206,2.0,1.0,1.0,167.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
84,Albert Park,4,h,2300000.0,3.3,3206,4.0,2.0,1.0,153.0,180.0,1880.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
85,Albert Park,3,t,1550000.0,3.3,3206,3.0,2.0,2.0,718.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
86,Albert Park,3,h,1800000.0,3.3,3206,3.0,2.0,1.0,132.0,159.0,1996.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
87,Albert Park,2,h,2120000.0,3.3,3206,2.0,1.0,1.0,199.0,107.0,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
88,Albert Park,3,h,1800000.0,3.3,3206,3.0,1.0,1.0,253.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
89,Albert Park,3,h,1800000.0,3.3,3206,3.0,2.0,1.0,90.0,122.0,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
90,Albert Park,2,h,1810000.0,3.3,3206,2.0,1.0,0.0,240.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
91,Albert Park,3,h,2615000.0,3.3,3206,3.0,2.0,1.0,177.0,181.0,1880.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
92,Albert Park,5,h,2100000.0,3.3,3206,5.0,2.0,1.0,237.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
93,Albert Park,3,h,1300000.0,3.3,3206,3.0,1.0,0.0,129.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
94,Albert Park,3,h,1370000.0,3.3,3206,3.0,2.0,2.0,0.0,85.0,2000.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
95,Albert Park,2,h,1000000.0,3.3,3206,2.0,1.0,0.0,288.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
96,Albert Park,3,h,2575000.0,3.3,3206,3.0,2.0,1.0,228.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
97,Albert Park,2,h,1322500.0,3.3,3206,2.0,1.0,0.0,149.0,98.0,1890.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
98,Albert Park,2,h,1562500.0,3.3,3206,2.0,1.0,0.0,141.0,83.0,1890.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
99,Albert Park,3,h,2000000.0,3.3,3206,3.0,2.0,1.0,211.0,147.0,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
100,Albert Park,3,h,1900000.0,3.3,3206,3.0,1.0,0.0,209.0,,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
101,Albert Park,3,h,3010000.0,3.3,3206,3.0,2.0,0.0,147.0,146.0,1890.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
102,Albert Park,4,h,2800000.0,3.3,3206,4.0,3.0,1.0,327.0,254.0,1910.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
103,Albert Park,2,u,647000.0,3.3,3206,2.0,1.0,1.0,0.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
104,Albert Park,3,h,2100000.0,3.3,3206,2.0,1.0,1.0,120.0,123.0,1900.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
105,Albert Park,3,h,2000000.0,3.3,3206,3.0,1.0,1.0,238.0,131.0,1890.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
106,Albert Park,1,u,442500.0,3.3,3206,1.0,1.0,0.0,0.0,34.0,1970.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
107,Albert Park,2,h,1340000.0,3.3,3206,2.0,1.0,0.0,136.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
108,Albert Park,3,h,1801000.0,3.3,3206,3.0,1.0,1.0,202.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
109,Albert Park,3,h,1532000.0,3.3,3206,3.0,3.0,1.0,0.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
110,Albert Park,3,h,3755000.0,3.3,3206,3.0,2.0,2.0,325.0,,,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
111,Albert Park,4,h,2140000.0,3.3,3206,3.0,2.0,1.0,183.0,145.0,1880.0,Port Phillip,Southern Metropolitan,3280.0,3206.0,122.0,229.41803278688525,169.8390020409914,1187.4,926.8159651912202,3734.0,2338.2864808801055
