,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_price_std,airbnb_weekly_price_mean,airbnb_weekly_price_std,airbnb_monthly_price_mean,airbnb_monthly_price_std
79,Alphington,2,u,390000.0,6.4,3078,2.0,1.0,1.0,0.0,60.0,1960.0,Darebin,Northern Metropolitan,2211.0,3078.0,74.0,111.20270270270271,88.10298763919131,605.0,376.79017149248114,2233.875,1033.5279991369368
80,Alphington,2,u,512000.0,6.4,3078,2.0,1.0,1.0,0.0,61.0,1965.0,Darebin,Northern Metropolitan,2211.0,3078.0,74.0,111.20270270270271,88.10298763919131,605.0,376.79017149248114,2233.875,1033.5279991369368
81,Alphington,4,h,1900000.0,6.4,3078,4.0,2.0,2.0,556.0,272.0,1930.0,Yarra,Northern Metropolitan,2211.0,3078.0,74.0,111.20270270270271,88.10298763919131,605.0,376.79017149248114,2233.875,1033.5279991369368
82,Alphington,4,h,1950000.0,6.4,3078,4.0,2.0,3.0,589.0,210.0,1920.0,Darebin,Northern Metropolitan,2211.0,3078.0,74.0,111.20270270270271,88.10298763919131,605.0,376.79017149248114,2233.875,1033.5279991369368
83,Altona,3,h,520000.0,13.8,3018,3.0,2.0,1.0,352.0,242.0,2015.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
84,Altona,5,h,1525000.0,13.8,3018,5.0,3.0,3.0,729.0,268.0,2005.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
85,Altona,2,t,720000.0,13.8,3018,2.0,1.0,2.0,292.0,125.0,2013.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
86,Altona,3,h,1120000.0,13.8,3018,3.0,1.0,2.0,506.0,120.0,1930.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
87,Altona,4,h,1780000.0,13.8,3018,4.0,3.0,6.0,1057.0,220.0,1962.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
88,Altona,3,u,630000.0,13.8,3018,2.0,1.0,2.0,311.0,94.0,1955.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
89,Altona,3,h,660000.0,13.8,3018,3.0,1.0,1.0,602.0,123.0,1955.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
90,Altona,2,u,580000.0,13.8,3018,2.0,1.0,1.0,225.0,93.0,1988.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
91,Altona,3,h,1335000.0,13.8,3018,3.0,1.0,4.0,777.0,22.0,1953.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
92,Altona,2,u,510000.0,13.8,3018,2.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
93,Altona,2,u,425000.0,13.8,3018,2.0,1.0,2.0,115.0,57.0,1980.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
94,Altona,2,u,391000.0,13.8,3018,2.0,1.0,1.0,0.0,65.0,1965.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
95,Altona,4,h,845000.0,13.8,3018,4.0,1.0,2.0,745.0,130.0,1950.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
96,Altona,3,u,730000.0,13.8,3018,3.0,2.0,1.0,69.0,141.0,2014.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
97,Altona,2,u,447000.0,13.8,3018,2.0,1.0,1.0,137.0,77.0,1990.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
98,Altona,3,h,678000.0,13.8,3018,3.0,1.0,2.0,606.0,87.0,1950.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
99,Altona,2,u,580000.0,13.8,3018,2.0,2.0,1.0,175.0,76.0,2013.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
100,Altona,3,h,840000.0,13.8,3018,3.0,2.0,2.0,534.0,136.0,1965.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
101,Altona,3,u,577000.0,13.8,3018,3.0,2.0,1.0,205.0,113.0,2007.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
102,Altona,2,h,857000.0,13.8,3018,2.0,2.0,1.0,675.0,100.0,1950.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
103,Altona,2,h,535600.0,13.8,3018,2.0,1.0,1.0,154.0,91.0,1996.0,Hobsons Bay,Western Metropolitan,5301.0,3018.0,37.0,85.62162162162163,51.60014607610211,732.5,293.4493141924172,1550.5,777.1103525240158
104,Altona North,5,h,1085000.0,11.1,3025,5.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
105,Altona North,3,h,781000.0,11.1,3025,3.0,1.0,2.0,533.0,117.0,1970.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
106,Altona North,2,t,421000.0,11.1,3025,2.0,1.0,1.0,77.0,77.0,2009.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
107,Altona North,3,h,683000.0,11.1,3025,3.0,1.0,2.0,534.0,167.0,1967.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
108,Altona North,3,h,720000.0,11.1,3025,3.0,2.0,1.0,0.0,130.0,2012.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
109,Altona North,3,h,588000.0,11.1,3025,3.0,1.0,1.0,328.0,118.0,1970.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
110,Altona North,3,h,710000.0,11.1,3025,3.0,1.0,3.0,540.0,116.0,1960.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
111,Altona North,4,h,875000.0,11.1,3025,3.0,1.0,4.0,559.0,169.0,1965.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
112,Altona North,3,h,675000.0,11.1,3025,3.0,2.0,2.0,171.0,109.0,2012.0,Hobsons Bay,Western Metropolitan,5132.0,3025.0,17.0,113.76470588235294,82.70242545699968,,,,
